RecipeName,TimeToCook,Ingredients,Instructions
Chapatis,2hrs 46mins,"whole wheat flour, all-purpose flour, salt, warm water, all-purpose flour, ghee","In a large mixing bowl stir together the whole wheat flour, all-purpose flour, and the salt. Add 3/4 cup of the warm water while mixing constantly with your hands till the dough is moist.  Add the remaining water, 1 tbsp at a time, mixing constantly with your hands.  Keep working the dough till the dough forms a ball and holds its shape. (The dough will be stiff). Dampen your hands.  Keep the dough in the mixing bowl to knead.  Knead in an additional 2 tbsp all-purpose flour, if necessary, to make a moderately stiff dough.  Knead dough till smooth and elastic (8 to 10 minutes). Continue dampening hands, as needed, during kneading.  The dough is ready for shaping when you can lightly and quickly press two fingertips 1/4 inch into the dough and the dough springs back. Shape the dough into a ball.  Cover the bowl with a damp towel.  Let the dough stand in a warm place for 30 to 60 minutes. Turn the dough out onto a lightly floured surface.  Knead dough 1 to 2 minutes more.  Divide the dough in half.  Form each half into a 12 inch long roll.  Cut each roll into 12 one-inch pieces.  Flatten each piece of dough with the palm of the hand. Sprinkle some flour over the flattened balls.  Cover with plastic wrap.  Let rest for 30 minutes. On a well floured surface roll the flattened ball into a circle 7 to 8 inches in diameter, turning the dough over once and firmly pressing and stretching the dough with the rolling pin. Roll around the rolling pin, and transfer to a hot, greased griddle or heavy skillet.  Cook over medium heat about 1/2 to 1 minute or until tiny brown spots appear.  Using tongs, turn and cook 30 seconds more.  Remove from heat; Brush with Usli Ghee or melted shortening.  Repeat with the remaining balls. Stack the hot Chapati in a napkin-lined breadbasket to keep warm.  Serve immediately."
Prawn Pakoras,23mins,"medium raw prawns, peeled and roughly chopped, red onion, fresh coriander, tomatoes, garlic clove, ginger, ground red chili pepper, besan flour, bicarbonate of soda, salt, vegetable oil","Pulse prawns in food processor-they need to just come together not turn into a paste! Combine the prawns and remaining ingredients except the oil. Using a tablespoon, measure out approximately 30 balls. Using damp hands, roll each portion into a ball; place on a plate, cover with cling film until ready to use. Heat the oil in a wok or heavy based frypan. Fry 6-8 balls at a time until golden brown all over. Drain on paper towels. Serve hot with tomato and mint chutney."
Aloo Channa Chaat,30mins,"garbanzo beans, potatoes, shallots, tamarind paste, water, mild chili powder, brown sugar, salt, fresh cilantro leaves","Rinse and drain the garbanzo beans; place in a bowl. Boil water in a pan, add the diced potatoes and cook until they are soft and tender. Remove potatoes, drain and set aside to cool. In a small mixing bowl, mix the tamarind paste and water. Add the chili powder, sugar and salt; mix well. Pour the tamarind mixture on the garbanzo beans and add the potatoes, chopped onions and the cilantro. Mix well and adjust salt to taste. Garnish ideas: a slit green chili or a slice a tomato or a slice of lime with a sprig of mint leaves."
Dum Aloo,50mins,"baby potatoes, oil, cumin seed, cinnamon stick, green cardamoms, onion, ginger-garlic paste, tomatoes, turmeric powder, chili powder, coriander powder, fennel seed, garam masala, salt, water, sugar, cilantro","Peel the potatoes and pierce them all over with a fork. Heat the oil in a pan for frying and deep fry the potatoes till they get a red- brown tinge. In a separate pan, heat the 2tbsp oil on medium heat.Add cumin seeds, cardamoms and the cinnamon stick to the hot oil (the seeds should crackle). Add onions and saute them till they become translucent. Add the ginger garlic paste and saute them till they loose the raw smell. Add the tomatoes and cook then covered for 5 minutes. Add the turmeric powder, chillli powder, corriander powder, fennel seeds and garam masala, Saute the spices till the oil starts oozing out. Add the yogurt and keep stirring the yogurt until it comes to a boil. Now add salt and stir. Add about 2 cups of water and bring to a rolling boil. Add the potatoes and cook for 15 minutes on medium heat, covered. Add sugar and cook for 5 more minutes. Garnish with chopped cilantro."
Chicken Korma,35mins,"onion, garlic, diced lean chicken, curry powder, flour, ground cinnamon,  chicken stock, natural yoghurt, fresh coriander, salt and pepper, vegetable oil","Heat oil in large wok or fry pan. Fry onion until soft, add the garlic and the chicken until the chicken changes colour. Sprinkle the curry and flour over the chicken. Toss the chicken so that it is completely covered. Add the cinnamon and cook for 1 minute. Gradually add the stock, stirring well and season to taste with salt and pepper. Simmer gently for 10 minutes until sauce thickens. Remove pan from heat, stir in the yoghurt and coriander and serve immediately. Serve with rice and chutney."
Gajar ka Halva (Carrot Pudding),1hr 10mins,"carrots, brown sugar, golden raisin, butter, ground cardamom, salt, pistachios","Heat carrots and half-and-half to boiling in saucepan; reduce heat. Simmer uncovered, stirring frequently, until all the half & half is absorbed, about 45 minutes. Stir in the brown sugar, raisins, butter, cardamom and salt. Cook over low heat, stirring constantly, until all of the brown sugar is dissolved and the mixture is of your desired consistency, (pudding-like) about 15 minutes. Garnish with pistachios or slivered almonds. Serve warm and enjoy!"
Besan ka Laddoo,45mins,"gram flour,  almonds, powdered, cashews, ghee, cardamom, sugar","Coarsely grind the cashews and almonds. Keep aside. Melt ghee in a wok. Add besan (gram flour). Cook on low heat till besan is fragrant and well cooked. It takes only about 5-8 minutes. Let it cool for a while. Add powdered nuts, cardamom powder and sugar. Mix well. Shape into round balls (a little bigger than the size of a walnut) and store in an airtight container. Serve after a few hours for greater taste! ENJOY my most favourite dessert and think of me when you do so!"
Pistachio and Cashew Poli,1hr,"maida flour, cashews, pista, dry coconut powder, sugar, cardamom pods, ghee, salt, turmeric powder","Take maida in a bowl , Add ghee,. add salt,   Turmeric powder .Add little water and  start kneading the dough. The dough should be soft not too tight. Keep it aside for 1 hour. Take cashewnut and pista in a Microwave  bowl. Microwave the nuts for one minute and let it cool. Grind the nuts  with cardamom   and dry coconut powder    into a fine powder. Add sugar,   blend again to a fine powder  and keep aside. Divide the dough into 8 equal portions,Dust it with  flour,. Roll it to thin circle,add 1 tbsp nuts mixture in it and cover and seal the edges.   and roll out. Heat a tawa and Cook on both sides and smear a tsp of ghee. Serve hot and Enjoy."
Fragrant Rice Pudding With Pistachios (Kheerni),1hr 40mins,"milk, basmati rice, milk, blanched almond, banana, sugar, ground cardamom, saffron thread, unsalted pistachio nuts","Bring 6 cups milk to boil in heavy shallow 5-quart saucepan.  Rinse rice with cold water until water runs clear.  Drain.  Stir rice into milk.  Reduce heat and simmer until pudding thickens and rice is very tender, stirring frequently, about 1-1/4 hours. Puree 1/4 cup milk and almonds in blender until smooth, stopping occasionally to scrape down sides of blender.  Add banana, sugar, cardamom and saffron and blend.  Pour into pudding.  Rinse blender with remaining 1/4 cup milk and add to pudding.  Continue simmering until thickened to consistency of tapioca, about 10 minutes.  Cool to room temperature.  Cover and refrigerate until well chilled. Just before serving, spoon into goblets and sprinkle with pistachios."
Onion Bhaji,25mins,"onions, vinegar, flour, cumin powder, turmeric, chili powder, salt, vegetable oil","Peel the onions and slice them so they form rings.  Slices should be as thin as possible (1/8 to 3/16"").  Cut the rings to form strands about 1-2"" long. Put onion in a large mixing bowl, add spices and salt and mix thoroughlly.  Put about half of the vinegar in and gradually stir in the flour until it is possible to form 1 1/2 to 2"" balls with the mixture.  Use flour and remaining vinegar to adjust consistency. Heat the oil in a suitable deep fryer or pan (careful to avoid overflow when placing food in the oil.  Also have a large water-soaked towel nearby in case of spillage onto the burner).  Heat to 350°F. Form the onion/flour mixture into 1 1/2 to 2"" balls and carefully place them in the oil using a metal spoon or suitable tool.  Only fry enough at one time such that they don't stick to eachother.  Fry to dark golden brown. Remove cooked bhajis from oil and drain as with other fried foods.  Serve on absorbent towel to soak up excess oil."
Seviyan,40mins,"sunflower oil, toasted vermicelli, whole milk, sugar, green cardamom pods, slivered almonds, pistachios","Place oil in a medium sauce pan, break the vermicelli into inch-long pieces (I find it easy to lay on a chopping board & slice with a large chefs knife) and add to the pan. Cook the vermicelli over a medium heat, stirring occasionally. When the vermicelli has browned to a walnut colour -  about 5 minutes, add the milk and almonds. Gently bash the cardamom pods with a rolling pin or bottom of a heavy pan to release the seeds. Add the seeds to the cooking pan & add the sugar. Cover and cook for 20 to 25 minutes over medium heat. The vermicelli will begin to soak up the milk. Check every 5 minutes to see how much milk has been absorbed & be careful to stir occasionally. When the milk is almost completely absorbed, turn the heat as low as will go & cook with the lid off for around 10 minutes or until the noodles are separated. Serve warm in small bowls topped with the pistachios. To make this a creamy dessert, you can also spoon over a little single cream or evaporated milk! (If using the mixed fruit & nut add half of it at the time when the almonds are added & the remainder to decorate like the pistachios)."
Pizza Muffins,7mins,"English muffins, tomato paste, cheese, ham, pineapple",Cut the muffins in half. spread with sauce. add toppings (as you would pizza). cook under griller until cheese melts.
Peanut Butter & Jelly Panini,6mins,"bread, peanut butter, grape jelly","Spread peanut butter liberally on one slice of bread. Spread jelly on the other slice. Put the two pieces together. Place the sandwich on a pre-heated panini maker. Close the top and cook three minutes. Remove, slice in half and serve. (If you have toddlers, you might wait a minute to let the bread cool slightly for them)."
